Unique Vintages,Project ID,VCS + ID,Vintage Year ,Issuance Date,Issuance Year,Project Name,Credits Issued
661-2007-2302,661,VCS661,2007,11/30/2011,2011,"8.4 MW Wind Energy Project by Sanwaria Agro Oils Limited, India",2302
662-2010-2562,662,VCS662,2010,08/31/2011,2011,5.5 MW Bundled Wind Power Project by WMI Cranes Ltd,2562
662-2009-6578,662,VCS662,2009,08/31/2011,2011,5.5 MW Bundled Wind Power Project by WMI Cranes Ltd,6578
662-2008-6281,662,VCS662,2008,08/31/2011,2011,5.5 MW Bundled Wind Power Project by WMI Cranes Ltd,6281
662-2007-224,662,VCS662,2007,08/31/2011,2011,5.5 MW Bundled Wind Power Project by WMI Cranes Ltd, 	224 
664-2010-63444,664,VCS664,2010,08/24/2011,2011,Xinjiang Alashankou Phase I Wind Power Project,63444
664-2009-5292,664,VCS664,2009,08/24/2011,2011,Xinjiang Alashankou Phase I Wind Power Project,5292
665-2015-282108,665,VCS665,2015,06/12/2020,2020,"Multi-Species Reforestation in Mato Grosso, Brazil",282108
665-2009-112292,665,VCS665,2009,08/24/2011,2011,"Multi-Species Reforestation in Mato Grosso, Brazil",112292
666-2015-50282,666,VCS666,2015,08/26/2021,2021,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,50282
666-2014-47495,666,VCS666,2014,08/26/2021,2021,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,47495
666-2017-32417,666,VCS666,2017,06/02/2021,2021,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,32417
666-2016-35547,666,VCS666,2016,06/02/2021,2021,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,35547
666-2013-44127,666,VCS666,2013,11/10/2020,2020,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,44127
666-2012-45346,666,VCS666,2012,07/10/2020,2020,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,45346
666-2011-99,666,VCS666,2011,07/10/2020,2020,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project, 	99 
666-2010-52079,666,VCS666,2010,04/24/2012,2012,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,52079
666-2008-53059,666,VCS666,2008,04/24/2012,2012,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,53059
666-2007-12743,666,VCS666,2007,01/26/2012,2012,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,12743
666-2009-57527,666,VCS666,2009,08/23/2011,2011,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,57527
667-2017-27690,667,VCS667,2017,08/26/2021,2021,Chongqing Longshui 8MW Hydro Power Project,27690
667-2016-28256,667,VCS667,2016,08/26/2021,2021,Chongqing Longshui 8MW Hydro Power Project,28256
667-2015-27419,667,VCS667,2015,08/26/2021,2021,Chongqing Longshui 8MW Hydro Power Project,27419
667-2014-27504,667,VCS667,2014,04/30/2021,2021,Chongqing Longshui 8MW Hydro Power Project,27504
667-2013-27847,667,VCS667,2013,02/25/2021,2021,Chongqing Longshui 8MW Hydro Power Project,27847
667-2010-28566,667,VCS667,2010,09/06/2011,2011,Chongqing Longshui 8MW Hydro Power Project,28566
667-2009-33002,667,VCS667,2009,09/06/2011,2011,Chongqing Longshui 8MW Hydro Power Project,33002
667-2008-22748,667,VCS667,2008,09/06/2011,2011,Chongqing Longshui 8MW Hydro Power Project,22748
669-2013-78346,669,VCS669,2013,08/12/2021,2021,Wind Energy project by Ramco group in india,78346
669-2011-263655,669,VCS669,2011,08/12/2021,2021,Wind Energy project by Ramco group in india,263655
669-2012-319205,669,VCS669,2012,11/30/2015,2015,Wind Energy project by Ramco group in india,319205
669-2008-18551,669,VCS669,2008,10/04/2013,2013,Wind Energy project by Ramco group in india,18551
669-2011-45009,669,VCS669,2011,07/24/2013,2013,Wind Energy project by Ramco group in india,45009
669-2009-356335,669,VCS669,2009,07/12/2013,2013,Wind Energy project by Ramco group in india,356335
669-2010-320210,669,VCS669,2010,06/25/2013,2013,Wind Energy project by Ramco group in india,320210
669-2008-291030,669,VCS669,2008,02/01/2012,2012,Wind Energy project by Ramco group in india,291030
669-2007-193037,669,VCS669,2007,02/01/2012,2012,Wind Energy project by Ramco group in india,193037
669-2006-106845,669,VCS669,2006,02/01/2012,2012,Wind Energy project by Ramco group in india,106845
67-2008-2569,67,VCS67,2008,12/17/2009,2009,Ratchaburi Farms Biogas Project at SPM Farm,2569
67-2007-20537,67,VCS67,2007,12/17/2009,2009,Ratchaburi Farms Biogas Project at SPM Farm,20537
67-2006-9863,67,VCS67,2006,12/17/2009,2009,Ratchaburi Farms Biogas Project at SPM Farm,9863
670-2008-186846,670,VCS670,2008,11/16/2011,2011,Xiaoxi Hydropower Project,186846
671-2009-11679,671,VCS671,2009,02/01/2012,2012,"Bundled grid-connected wind electricity generation project identified as Bundle E1 in Maharashtra and Rajasthan, India",11679
671-2008-15344,671,VCS671,2008,02/01/2012,2012,"Bundled grid-connected wind electricity generation project identified as Bundle E1 in Maharashtra and Rajasthan, India",15344
671-2007-15058,671,VCS671,2007,02/01/2012,2012,"Bundled grid-connected wind electricity generation project identified as Bundle E1 in Maharashtra and Rajasthan, India",15058
671-2006-14885,671,VCS671,2006,02/01/2012,2012,"Bundled grid-connected wind electricity generation project identified as Bundle E1 in Maharashtra and Rajasthan, India",14885
672-2010-509540,672,VCS672,2010,09/07/2011,2011,"INFAPRO Rehabilitation of logged-over dipterocarp forest in Sabah, Malaysia",509540
673-2020-199544,673,VCS673,2020,03/05/2021,2021,Natural High Forest Rehabilitation Project on degraded land of Kibale National Park,199544
673-2017-216765,673,VCS673,2017,07/28/2017,2017,Natural High Forest Rehabilitation Project on degraded land of Kibale National Park,216765
673-2014-199082,673,VCS673,2014,12/11/2015,2015,Natural High Forest Rehabilitation Project on degraded land of Kibale National Park,199082
673-2011-372381,673,VCS673,2011,09/08/2011,2011,Natural High Forest Rehabilitation Project on degraded land of Kibale National Park,372381
674-2019-1676895,674,VCS674,2019,03/31/2021,2021,Rimba Raya Biodiversity Reserve Project,1676895
674-2017-1810977,674,VCS674,2017,03/19/2021,2021,Rimba Raya Biodiversity Reserve Project,1810977
674-2018-3403066,674,VCS674,2018,11/17/2020,2020,Rimba Raya Biodiversity Reserve Project,3403066
674-2015-3925272,674,VCS674,2015,09/18/2019,2019,Rimba Raya Biodiversity Reserve Project,3925272
674-2016-3493722,674,VCS674,2016,08/30/2019,2019,Rimba Raya Biodiversity Reserve Project,3493722
674-2014-2097490,674,VCS674,2014,07/02/2019,2019,Rimba Raya Biodiversity Reserve Project,2097490
674-2017-2142923,674,VCS674,2017,03/22/2019,2019,Rimba Raya Biodiversity Reserve Project,2142923
674-2014-2196645,674,VCS674,2014,10/31/2017,2017,Rimba Raya Biodiversity Reserve Project,2196645
674-2013-2196646,674,VCS674,2013,03/29/2017,2017,Rimba Raya Biodiversity Reserve Project,2196646
674-2013-1666295,674,VCS674,2013,01/03/2014,2014,Rimba Raya Biodiversity Reserve Project,1666295
674-2012-3035753,674,VCS674,2012,12/20/2013,2013,Rimba Raya Biodiversity Reserve Project,3035753
674-2011-2584019,674,VCS674,2011,12/20/2013,2013,Rimba Raya Biodiversity Reserve Project,2584019
674-2010-1214561,674,VCS674,2010,12/20/2013,2013,Rimba Raya Biodiversity Reserve Project,1214561
674-2010-1090676,674,VCS674,2010,06/20/2013,2013,Rimba Raya Biodiversity Reserve Project,1090676
674-2009-1090676,674,VCS674,2009,06/20/2013,2013,Rimba Raya Biodiversity Reserve Project,1090676
676-2009-63867,676,VCS676,2009,02/12/2014,2014,33.9 MW Bundled Wind Power project in states of Karnataka and Tamil Nadu,63867
676-2008-23529,676,VCS676,2008,02/12/2014,2014,33.9 MW Bundled Wind Power project in states of Karnataka and Tamil Nadu,23529
677-2010-12937,677,VCS677,2010,11/11/2011,2011,9 MW grid-connected wind electricity generation by GNFC,12937
677-2009-17199,677,VCS677,2009,10/26/2011,2011,9 MW grid-connected wind electricity generation by GNFC,17199
677-2008-17235,677,VCS677,2008,10/26/2011,2011,9 MW grid-connected wind electricity generation by GNFC,17235
677-2007-169,677,VCS677,2007,10/26/2011,2011,9 MW grid-connected wind electricity generation by GNFC, 	169 
678-2008-85474,678,VCS678,2008,12/29/2011,2011,"16.45 MW bundled grid connected renewable energy project in Tamil Nadu, India",85474
679-2009-13768,679,VCS679,2009,05/31/2012,2012,Bundled Wind Power Project by Rajendra Exim Pvt. Ltd.,13768
679-2008-10310,679,VCS679,2008,05/31/2012,2012,Bundled Wind Power Project by Rajendra Exim Pvt. Ltd.,10310
679-2007-6487,679,VCS679,2007,05/31/2012,2012,Bundled Wind Power Project by Rajendra Exim Pvt. Ltd.,6487
68-2005-23500,68,VCS68,2005,02/26/2010,2010,"119.8 MW Natural Gas based Combined Cycle Power Plant, at Tanjavur, Tamilnadu by M/s Aban  Power Company Limited",23500
681-2009-76342,681,VCS681,2009,12/02/2011,2011,50.4 MW Tata Wind Farm in Maharashtra,76342
681-2008-96155,681,VCS681,2008,12/02/2011,2011,50.4 MW Tata Wind Farm in Maharashtra,96155
681-2007-66578,681,VCS681,2007,12/02/2011,2011,50.4 MW Tata Wind Farm in Maharashtra,66578
682-2020-29079,682,VCS682,2020,08/09/2021,2021,"Wind Power Project at Anthiyur, Tamil Nadu",29079
682-2019-1104,682,VCS682,2019,08/09/2021,2021,"Wind Power Project at Anthiyur, Tamil Nadu",1104
682-2012-31994,682,VCS682,2012,07/13/2020,2020,"Wind Power Project at Anthiyur, Tamil Nadu",31994
682-2012-38597,682,VCS682,2012,07/13/2020,2020,"Wind Power Project at Anthiyur, Tamil Nadu",38597
682-2011-34653,682,VCS682,2011,07/13/2020,2020,"Wind Power Project at Anthiyur, Tamil Nadu",34653
682-2019-29344,682,VCS682,2019,07/07/2020,2020,"Wind Power Project at Anthiyur, Tamil Nadu",29344
682-2018-5035,682,VCS682,2018,07/07/2020,2020,"Wind Power Project at Anthiyur, Tamil Nadu",5035
682-2017-890,682,VCS682,2017,11/07/2019,2019,"Wind Power Project at Anthiyur, Tamil Nadu", 	890 
682-2014-23149,682,VCS682,2014,08/13/2019,2019,"Wind Power Project at Anthiyur, Tamil Nadu",23149
682-2013-29757,682,VCS682,2013,08/13/2019,2019,"Wind Power Project at Anthiyur, Tamil Nadu",29757
682-2018-26058,682,VCS682,2018,07/09/2019,2019,"Wind Power Project at Anthiyur, Tamil Nadu",26058
682-2017-34329,682,VCS682,2017,01/22/2019,2019,"Wind Power Project at Anthiyur, Tamil Nadu",34329
682-2016-29697,682,VCS682,2016,01/22/2019,2019,"Wind Power Project at Anthiyur, Tamil Nadu",29697
682-2016-1984,682,VCS682,2016,03/20/2018,2018,"Wind Power Project at Anthiyur, Tamil Nadu",1984
682-2015-15286,682,VCS682,2015,03/20/2018,2018,"Wind Power Project at Anthiyur, Tamil Nadu",15286
682-2010-39244,682,VCS682,2010,11/22/2011,2011,"Wind Power Project at Anthiyur, Tamil Nadu",39244
682-2009-34321,682,VCS682,2009,11/22/2011,2011,"Wind Power Project at Anthiyur, Tamil Nadu",34321
682-2008-35501,682,VCS682,2008,10/05/2011,2011,"Wind Power Project at Anthiyur, Tamil Nadu",35501
682-2007-34566,682,VCS682,2007,10/05/2011,2011,"Wind Power Project at Anthiyur, Tamil Nadu",34566
683-2010-32039,683,VCS683,2010,12/26/2011,2011,Liusha River First Cascade 12.6MW Hydropower Project,32039
683-2009-25818,683,VCS683,2009,12/26/2011,2011,Liusha River First Cascade 12.6MW Hydropower Project,25818
684-2011-8917,684,VCS684,2011,07/03/2012,2012,Orange County Methane Recovery and Destruction Project,8917
684-2010-9460,684,VCS684,2010,09/26/2011,2011,Orange County Methane Recovery and Destruction Project,9460
684-2009-17614,684,VCS684,2009,09/26/2011,2011,Orange County Methane Recovery and Destruction Project,17614
685-2013-41535,685,VCS685,2013,06/15/2015,2015,"Cakit Hydropower Plant, Turkey",41535
685-2012-58097,685,VCS685,2012,03/15/2013,2013,"Cakit Hydropower Plant, Turkey",58097
685-2011-49978,685,VCS685,2011,07/20/2012,2012,"Cakit Hydropower Plant, Turkey",49978
686-2012-26066,686,VCS686,2012,01/23/2013,2013,FC Landfill Energy Facility,26066
686-2011-17575,686,VCS686,2011,08/31/2012,2012,FC Landfill Energy Facility,17575
686-2011-27405,686,VCS686,2011,07/02/2012,2012,FC Landfill Energy Facility,27405
686-2010-12425,686,VCS686,2010,10/31/2011,2011,FC Landfill Energy Facility,12425
688-2014-44400,688,VCS688,2014,12/20/2016,2016,Wayang Windu Phase 2 Geothermal Power Project,44400
688-2010-1406789,688,VCS688,2010,10/10/2011,2011,Wayang Windu Phase 2 Geothermal Power Project,1406789
689-2012-19120,689,VCS689,2012,05/08/2013,2013,"Reforestation of degraded land in Chhattisgarh, India",19120
689-2009-14983,689,VCS689,2009,04/04/2012,2012,"Reforestation of degraded land in Chhattisgarh, India",14983
689-2007-15367,689,VCS689,2007,03/09/2012,2012,"Reforestation of degraded land in Chhattisgarh, India",15367
689-2005-8652,689,VCS689,2005,03/05/2012,2012,"Reforestation of degraded land in Chhattisgarh, India",8652
69-2008-23598,69,VCS69,2008,06/24/2009,2009,5.8 MW Wind Energy Generation by M/s Patspin India Limited,23598
690-2010-12303,690,VCS690,2010,10/05/2011,2011,Improving Energy Efficiency in Railways' Residential Quarters - Southern and North East Region in India,12303
691-2010-13672,691,VCS691,2010,10/07/2011,2011,Improving Energy Efficiency In Railways' Residential Quarters - Northern Region in India,13672
692-2009-6611,692,VCS692,2009,10/17/2011,2011,6 MW Wind Power Project in Tamil Nadu by REI Agro Limited,6611
692-2008-9839,692,VCS692,2008,10/17/2011,2011,6 MW Wind Power Project in Tamil Nadu by REI Agro Limited,9839
692-2007-10090,692,VCS692,2007,10/17/2011,2011,6 MW Wind Power Project in Tamil Nadu by REI Agro Limited,10090
692-2006-3805,692,VCS692,2006,10/17/2011,2011,6 MW Wind Power Project in Tamil Nadu by REI Agro Limited,3805
693-2013-26273,693,VCS693,2013,03/23/2021,2021,"Erkenek 12 MW Hydropower Plant, Turkey",26273
693-2012-25903,693,VCS693,2012,03/23/2021,2021,"Erkenek 12 MW Hydropower Plant, Turkey",25903
693-2011-20490,693,VCS693,2011,03/23/2021,2021,"Erkenek 12 MW Hydropower Plant, Turkey",20490
693-2016-13604,693,VCS693,2016,12/30/2020,2020,"Erkenek 12 MW Hydropower Plant, Turkey",13604
693-2015-32300,693,VCS693,2015,12/30/2020,2020,"Erkenek 12 MW Hydropower Plant, Turkey",32300
693-2014-13517,693,VCS693,2014,12/30/2020,2020,"Erkenek 12 MW Hydropower Plant, Turkey",13517
693-2010-30684,693,VCS693,2010,02/09/2012,2012,"Erkenek 12 MW Hydropower Plant, Turkey",30684
693-2011-5066,693,VCS693,2011,10/13/2011,2011,"Erkenek 12 MW Hydropower Plant, Turkey",5066
693-2009-19571,693,VCS693,2009,10/13/2011,2011,"Erkenek 12 MW Hydropower Plant, Turkey",19571
696-2010-148961,696,VCS696,2010,11/07/2011,2011,Natural Gas Based Grid Connected Combined Cycle Power Generation by TANGEDCO.,148961
696-2008-21512,696,VCS696,2008,11/03/2011,2011,Natural Gas Based Grid Connected Combined Cycle Power Generation by TANGEDCO.,21512
697-2017-147938,697,VCS697,2017,06/09/2021,2021,Hebei Kangbao Sanxiatian Wind Farm Project,147938
697-2016-117858,697,VCS697,2016,04/21/2021,2021,Hebei Kangbao Sanxiatian Wind Farm Project,117858
697-2019-114555,697,VCS697,2019,03/29/2021,2021,Hebei Kangbao Sanxiatian Wind Farm Project,114555
697-2018-135919,697,VCS697,2018,03/29/2021,2021,Hebei Kangbao Sanxiatian Wind Farm Project,135919
697-2015-32910,697,VCS697,2015,03/29/2021,2021,Hebei Kangbao Sanxiatian Wind Farm Project,32910
697-2012-149617,697,VCS697,2012,03/20/2020,2020,Hebei Kangbao Sanxiatian Wind Farm Project,149617
697-2011-12219,697,VCS697,2011,06/30/2017,2017,Hebei Kangbao Sanxiatian Wind Farm Project,12219
697-2010-128887,697,VCS697,2010,12/23/2011,2011,Hebei Kangbao Sanxiatian Wind Farm Project,128887
697-2009-15093,697,VCS697,2009,12/23/2011,2011,Hebei Kangbao Sanxiatian Wind Farm Project,15093
699-2007-27677,699,VCS699,2007,04/12/2012,2012,Yiyang Xiushan Hydropower Project,27677
699-2008-219059,699,VCS699,2008,02/13/2012,2012,Yiyang Xiushan Hydropower Project,219059
699-2009-106520,699,VCS699,2009,11/11/2011,2011,Yiyang Xiushan Hydropower Project,106520
7-2008-15911,7,VCS7,2008,12/18/2009,2009,HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 1) CHINA,15911
7-2008-13241,7,VCS7,2008,04/17/2009,2009,HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 1) CHINA,13241
70-2008-58689,70,VCS70,2008,06/15/2009,2009,Irani Wastewater Methane Avoidance Project,58689
700-2020-18398,700,VCS700,2020,06/21/2021,2021,Wind power project at Tamilnadu by Powerica Limited,18398
700-2019-5646,700,VCS700,2019,06/21/2021,2021,Wind power project at Tamilnadu by Powerica Limited,5646
700-2019-26294,700,VCS700,2019,10/13/2020,2020,Wind power project at Tamilnadu by Powerica Limited,26294
700-2018-4014,700,VCS700,2018,10/13/2020,2020,Wind power project at Tamilnadu by Powerica Limited,4014
700-2018-29705,700,VCS700,2018,11/02/2019,2019,Wind power project at Tamilnadu by Powerica Limited,29705
700-2017-40700,700,VCS700,2017,11/02/2019,2019,Wind power project at Tamilnadu by Powerica Limited,40700
700-2016-37006,700,VCS700,2016,11/02/2019,2019,Wind power project at Tamilnadu by Powerica Limited,37006
700-2015-20798,700,VCS700,2015,11/02/2019,2019,Wind power project at Tamilnadu by Powerica Limited,20798
700-2014-26219,700,VCS700,2014,11/02/2019,2019,Wind power project at Tamilnadu by Powerica Limited,26219
700-2013-28283,700,VCS700,2013,11/02/2019,2019,Wind power project at Tamilnadu by Powerica Limited,28283
700-2012-411,700,VCS700,2012,11/02/2019,2019,Wind power project at Tamilnadu by Powerica Limited, 	411 
700-2009-7447,700,VCS700,2009,07/13/2012,2012,Wind power project at Tamilnadu by Powerica Limited,7447
700-2010-38747,700,VCS700,2010,11/02/2011,2011,Wind power project at Tamilnadu by Powerica Limited,38747
701-2020-2450,701,VCS701,2020,08/18/2021,2021,Wind power project at Gujarat by Powerica Limited,2450
701-2020-15314,701,VCS701,2020,08/18/2021,2021,Wind power project at Gujarat by Powerica Limited,15314
701-2020-1151,701,VCS701,2020,10/13/2020,2020,Wind power project at Gujarat by Powerica Limited,1151
701-2019-23052,701,VCS701,2019,10/13/2020,2020,Wind power project at Gujarat by Powerica Limited,23052
701-2018-1746,701,VCS701,2018,10/13/2020,2020,Wind power project at Gujarat by Powerica Limited,1746
701-2013-23415,701,VCS701,2013,12/17/2019,2019,Wind power project at Gujarat by Powerica Limited,23415
701-2018-23180,701,VCS701,2018,03/28/2019,2019,Wind power project at Gujarat by Powerica Limited,23180
701-2017-25163,701,VCS701,2017,03/28/2019,2019,Wind power project at Gujarat by Powerica Limited,25163
701-2016-24079,701,VCS701,2016,03/28/2019,2019,Wind power project at Gujarat by Powerica Limited,24079
701-2015-24722,701,VCS701,2015,03/28/2019,2019,Wind power project at Gujarat by Powerica Limited,24722
701-2014-22222,701,VCS701,2014,03/28/2019,2019,Wind power project at Gujarat by Powerica Limited,22222
701-2010-16388,701,VCS701,2010,11/02/2011,2011,Wind power project at Gujarat by Powerica Limited,16388
702-2014-31845,702,VCS702,2014,06/11/2015,2015,Garvin Waste Heat Capture Project,31845
702-2013-33031,702,VCS702,2013,04/24/2014,2014,Garvin Waste Heat Capture Project,33031
702-2012-33061,702,VCS702,2012,04/17/2013,2013,Garvin Waste Heat Capture Project,33061
702-2011-33267,702,VCS702,2011,04/27/2012,2012,Garvin Waste Heat Capture Project,33267
702-2010-31693,702,VCS702,2010,04/27/2012,2012,Garvin Waste Heat Capture Project,31693
703-2009-20596,703,VCS703,2009,11/30/2011,2011,PANITAO Biomass Thermal Energy Project,20596
704-2007-77937,704,VCS704,2007,05/31/2012,2012,BHL Biogas and Bagasse based cogeneration project activity at Kinauni,77937
704-2009-18025,704,VCS704,2009,11/18/2011,2011,BHL Biogas and Bagasse based cogeneration project activity at Kinauni,18025
704-2008-37830,704,VCS704,2008,11/18/2011,2011,BHL Biogas and Bagasse based cogeneration project activity at Kinauni,37830
706-2020-46066,706,VCS706,2020,06/09/2021,2021,51 MW Wind Power Project at Chitradurga,46066
706-2019-11019,706,VCS706,2019,06/09/2021,2021,51 MW Wind Power Project at Chitradurga,11019
706-2019-52571,706,VCS706,2019,07/07/2020,2020,51 MW Wind Power Project at Chitradurga,52571
706-2018-13910,706,VCS706,2018,07/07/2020,2020,51 MW Wind Power Project at Chitradurga,13910
706-2018-47875,706,VCS706,2018,07/09/2019,2019,51 MW Wind Power Project at Chitradurga,47875
706-2018-21262,706,VCS706,2018,01/16/2019,2019,51 MW Wind Power Project at Chitradurga,21262
706-2017-13819,706,VCS706,2017,01/16/2019,2019,51 MW Wind Power Project at Chitradurga,13819
706-2017-72002,706,VCS706,2017,12/08/2017,2017,51 MW Wind Power Project at Chitradurga,72002
706-2016-78624,706,VCS706,2016,12/08/2017,2017,51 MW Wind Power Project at Chitradurga,78624
706-2014-99097,706,VCS706,2014,07/25/2017,2017,51 MW Wind Power Project at Chitradurga,99097
706-2016-10990,706,VCS706,2016,06/14/2017,2017,51 MW Wind Power Project at Chitradurga,10990
706-2015-81274,706,VCS706,2015,06/14/2017,2017,51 MW Wind Power Project at Chitradurga,81274
706-2012-24745,706,VCS706,2012,02/03/2016,2016,51 MW Wind Power Project at Chitradurga,24745
706-2013-105434,706,VCS706,2013,06/19/2015,2015,51 MW Wind Power Project at Chitradurga,105434
706-2012-80206,706,VCS706,2012,05/22/2013,2013,51 MW Wind Power Project at Chitradurga,80206
706-2011-104963,706,VCS706,2011,02/19/2013,2013,51 MW Wind Power Project at Chitradurga,104963
706-2010-43682,706,VCS706,2010,02/19/2013,2013,51 MW Wind Power Project at Chitradurga,43682
706-2010-26020,706,VCS706,2010,11/17/2011,2011,51 MW Wind Power Project at Chitradurga,26020
706-2009-26623,706,VCS706,2009,11/15/2011,2011,51 MW Wind Power Project at Chitradurga,26623
706-2008-5250,706,VCS706,2008,11/15/2011,2011,51 MW Wind Power Project at Chitradurga,5250
708-2021-5202,708,VCS708,2021,10/27/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),5202
708-2020-20160,708,VCS708,2020,10/27/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),20160
708-2019-18745,708,VCS708,2019,10/27/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),18745
708-2019-33953,708,VCS708,2019,10/27/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),33953
708-2018-61109,708,VCS708,2018,10/27/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),61109
708-2017-45942,708,VCS708,2017,10/27/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),45942
708-2016-55518,708,VCS708,2016,10/27/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),55518
708-2012-30291,708,VCS708,2012,10/27/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),30291
708-2011-25911,708,VCS708,2011,10/20/2021,2021,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),25911
708-2009-6647,708,VCS708,2009,06/11/2012,2012,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),6647
708-2010-33088,708,VCS708,2010,05/17/2012,2012,Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120),33088
709-2012-7921,709,VCS709,2012,04/26/2017,2017,Katuntsi Small Hydro Power Project,7921
709-2011-1691,709,VCS709,2011,04/24/2017,2017,Katuntsi Small Hydro Power Project,1691
709-2011-5840,709,VCS709,2011,01/19/2012,2012,Katuntsi Small Hydro Power Project,5840
709-2010-12672,709,VCS709,2010,01/19/2012,2012,Katuntsi Small Hydro Power Project,12672
709-2009-12137,709,VCS709,2009,01/19/2012,2012,Katuntsi Small Hydro Power Project,12137
709-2008-9466,709,VCS709,2008,01/19/2012,2012,Katuntsi Small Hydro Power Project,9466
71-2009-118807,71,VCS71,2009,05/18/2010,2010,Chengde Hongsong Windfarm Project,118807
71-2008-114492,71,VCS71,2008,07/22/2009,2009,Chengde Hongsong Windfarm Project,114492
71-2007-101306,71,VCS71,2007,07/22/2009,2009,Chengde Hongsong Windfarm Project,101306
71-2006-69143,71,VCS71,2006,07/22/2009,2009,Chengde Hongsong Windfarm Project,69143
71-2006-37873,71,VCS71,2006,07/22/2009,2009,Chengde Hongsong Windfarm Project,37873
71-2005-80185,71,VCS71,2005,07/22/2009,2009,Chengde Hongsong Windfarm Project,80185
713-2016-140225,713,VCS713,2016,05/03/2021,2021,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,140225
713-2015-130746,713,VCS713,2015,05/03/2021,2021,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,130746
713-2019-96503,713,VCS713,2019,04/05/2021,2021,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,96503
713-2018-88342,713,VCS713,2018,03/31/2021,2021,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,88342
713-2017-94335,713,VCS713,2017,03/31/2021,2021,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,94335
713-2014-43912,713,VCS713,2014,03/10/2021,2021,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,43912
713-2013-53511,713,VCS713,2013,03/10/2021,2021,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,53511
713-2013-86905,713,VCS713,2013,03/26/2014,2014,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,86905
713-2012-116617,713,VCS713,2012,03/26/2014,2014,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,116617
713-2011-11152,713,VCS713,2011,03/26/2014,2014,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,11152
713-2011-213059,713,VCS713,2011,07/19/2012,2012,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,213059
714-2010-25868,714,VCS714,2010,12/09/2011,2011,Liaoning Changtu Shihu Wind Power Project,25868
714-2009-105615,714,VCS714,2009,12/09/2011,2011,Liaoning Changtu Shihu Wind Power Project,105615
714-2008-33487,714,VCS714,2008,12/09/2011,2011,Liaoning Changtu Shihu Wind Power Project,33487
715-2010-67826,715,VCS715,2010,12/05/2011,2011,Gansu Yumen Diwopu Phase II  Wind Power Project,67826
715-2009-34777,715,VCS715,2009,12/05/2011,2011,Gansu Yumen Diwopu Phase II  Wind Power Project,34777
716-2010-72077,716,VCS716,2010,12/05/2011,2011,Gansu Guazhou Xiangyang Phase II Wind Power Project,72077
716-2009-24279,716,VCS716,2009,12/05/2011,2011,Gansu Guazhou Xiangyang Phase II Wind Power Project,24279
717-2019-112034,717,VCS717,2019,06/01/2021,2021,CECIC HKC Gansu Changma Wind Power project,112034
717-2020-366703,717,VCS717,2020,05/25/2021,2021,CECIC HKC Gansu Changma Wind Power project,366703
717-2019-298331,717,VCS717,2019,02/14/2020,2020,CECIC HKC Gansu Changma Wind Power project,298331
